trip_id,schedule_date,departure_time,route_name,vehicle_id,passenger_count,estimated_arrival_time,staff_id,company_id,working_day,bus_type,classification,seating_capacity,ticket_no,utilization_rate,remarks,summary_id,driver_id,rejection_reason,expiry_reason,route_id
1369,2026-08-15,12:25:00,SM Lipa,17,7,14:42:00,,4,SATURDAY,12 Seats - Hyundai Starex,Afternoon,12,TK-88,0.58,Heavy traffic delayed arrival,SUM-20260815-01,33,,,12
1245,2026-07-25,05:00:00,Sto.Tomas,129,6,07:17:00,,3,SATURDAY,15 Seats - Nissan Urvan,Morning,15,TK-06,0.4,Routine trip,SUM-20260725-01,33,,,18
471,2026-03-19,12:20:00,Caloocan,47,5,13:42:00,,3,THURSDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-40,0.33,On schedule,SUM-20260319-01,33,,,15
493,2026-03-23,06:21:00,Rosario,22,4,07:47:00,,4,MONDAY,15 Seats - Nissan Urvan,Morning,15,TK-23,0.27,Routine trip,SUM-20260323-01,33,,,4
237,2026-02-07,13:00:00,Sto.Tomas,42,4,14:37:00,,3,SATURDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-32,0.27,Routine trip,SUM-20260207-01,33,,,18
1217,2026-07-21,11:09:00,Rosario,125,3,13:42:00,,2,TUESDAY,15 Seats - Nissan Urvan,Morning,15,TK-48,0.2,Heavy traffic delayed arrival,SUM-20260721-01,33,,,4
1160,2026-07-11,07:02:00,Tanauan,39,3,08:42:00,,2,SATURDAY,18 Seats - Toyota Hiace Commuter,Morning,18,TK-72,0.17,Smooth travel,SUM-20260711-01,33,,,10
1032,2026-06-20,14:23:00,Rosario,33,3,15:03:00,,3,SATURDAY,18 Seats - Toyota Hiace Commuter,Afternoon,18,TK-76,0.17,Smooth travel,SUM-20260620-01,33,,,4
731,2026-05-01,15:02:00,Sto.Tomas,113,3,17:05:00,,4,FRIDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-96,0.2,Smooth travel,SUM-20260501-01,33,,,18
117,2026-01-20,14:23:00,Muzon,28,3,15:47:00,,4,TUESDAY,18 Seats - Toyota Hiace Commuter,Afternoon,18,TK-72,0.17,Routine trip,SUM-20260120-01,33,,,8
1290,2026-08-01,11:08:00,Sto.Tomas,21,2,13:09:00,,4,SATURDAY,15 Seats - Nissan Urvan,Morning,15,TK-63,0.13,Routine trip,SUM-20260801-01,33,,,18
823,2026-05-16,11:08:00,SM Lipa,16,2,12:39:00,,3,SATURDAY,15 Seats - Nissan Urvan,Morning,15,TK-63,0.13,Routine trip,SUM-20260516-01,33,,,12
508,2026-03-25,07:28:00,TCP,30,2,09:00:00,,3,WEDNESDAY,18 Seats - Toyota Hiace Commuter,Morning,18,TK-13,0.11,Heavy traffic delayed arrival,SUM-20260325-01,33,,,6
940,2026-06-05,15:11:00,Rosario,43,17,17:20:00,,4,FRIDAY,18 Seats - Toyota Hiace Commuter,Afternoon,18,TK-84,0.94,Clear weather,SUM-20260605-01,40,,,4
636,2026-04-15,14:25:00,Los Baños,39,17,16:01:00,,3,WEDNESDAY,18 Seats - Toyota Hiace Commuter,Afternoon,18,TK-77,0.94,Clear weather,SUM-20260415-01,40,,,1
1614,2026-09-23,08:30:00,San Pablo,28,15,09:26:00,,3,WEDNESDAY,18 Seats - Toyota Hiace Commuter,Morning,18,TK-72,0.83,Heavy traffic delayed arrival,SUM-20260923-01,40,,,11
1268,2026-07-29,14:08:00,Batangas,15,15,16:26:00,,2,WEDNESDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-58,1.0,Routine trip,SUM-20260729-01,40,,,20
1040,2026-06-22,15:29:00,Los Baños,103,15,17:56:00,,2,MONDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-05,1.0,Clear weather,SUM-20260622-01,40,,,1
447,2026-03-14,10:03:00,Plaridel,109,15,12:09:00,,3,SATURDAY,15 Seats - Nissan Urvan,Morning,15,TK-28,1.0,Heavy traffic delayed arrival,SUM-20260314-01,40,,,2
1596,2026-09-21,14:15:00,Robinson,35,14,15:43:00,,3,MONDAY,18 Seats - Toyota Hiace Commuter,Afternoon,18,TK-66,0.78,Heavy traffic delayed arrival,SUM-20260921-01,40,,,13
659,2026-04-20,07:30:00,Caloocan,42,14,08:00:00,,2,MONDAY,15 Seats - Nissan Urvan,Morning,15,TK-60,0.93,Routine trip,SUM-20260420-01,40,,,15
357,2026-02-28,13:15:00,Tanauan,30,14,14:49:00,,3,SATURDAY,18 Seats - Toyota Hiace Commuter,Afternoon,18,TK-30,0.78,Clear weather,SUM-20260228-01,40,,,10
343,2026-02-26,06:13:00,Batangas,103,14,08:08:00,,2,THURSDAY,15 Seats - Nissan Urvan,Morning,15,TK-19,0.93,On schedule,SUM-20260226-01,40,,,20
219,2026-02-05,06:20:00,Sto.Tomas,115,14,07:38:00,,2,THURSDAY,15 Seats - Nissan Urvan,Morning,15,TK-30,0.93,On schedule,SUM-20260205-01,40,,,18
202,2026-02-02,05:27:00,SM Lipa,118,14,06:45:00,,3,MONDAY,15 Seats - Nissan Urvan,Morning,15,TK-78,0.93,On schedule,SUM-20260202-01,40,,,12
1595,2026-09-19,14:29:00,Cabuyao,55,13,16:26:00,,4,SATURDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-89,0.87,Heavy traffic delayed arrival,SUM-20260919-01,40,,,5
1506,2026-09-07,07:11:00,Batangas,120,13,09:25:00,,2,MONDAY,15 Seats - Nissan Urvan,Morning,15,TK-88,0.87,Heavy traffic delayed arrival,SUM-20260907-01,40,,,20
1431,2026-08-25,11:23:00,Cabuyao,114,13,13:20:00,,4,TUESDAY,15 Seats - Nissan Urvan,Morning,15,TK-17,0.87,Heavy traffic delayed arrival,SUM-20260825-01,40,,,5
1157,2026-07-10,13:00:00,SM Lipa,16,13,14:59:00,,2,FRIDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-71,0.87,Routine trip,SUM-20260710-01,40,,,12
206,2026-02-03,09:18:00,SM Lipa,15,13,11:19:00,,4,TUESDAY,15 Seats - Nissan Urvan,Morning,15,TK-01,0.87,On schedule,SUM-20260203-01,40,,,12
62,2026-01-10,15:05:00,Los Baños,128,13,16:41:00,,2,SATURDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-55,0.87,On schedule,SUM-20260110-01,40,,,1
1616,2026-09-24,14:26:00,Robinson,32,12,16:15:00,,4,THURSDAY,12 Seats - Hyundai Starex,Afternoon,12,TK-53,1.0,Smooth travel,SUM-20260924-01,40,,,13
1471,2026-09-01,09:06:00,Rosario,116,12,10:21:00,,3,TUESDAY,15 Seats - Nissan Urvan,Morning,15,TK-66,0.8,Routine trip,SUM-20260901-01,40,,,4
1292,2026-08-03,14:25:00,Batangas,18,12,16:27:00,,4,MONDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-99,0.8,On schedule,SUM-20260803-01,40,,,20
1015,2026-06-18,15:11:00,SM Lipa,100,12,17:49:00,,3,THURSDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-54,0.8,Routine trip,SUM-20260618-01,40,,,12
899,2026-05-30,09:14:00,Batangas,42,12,10:44:00,,2,SATURDAY,15 Seats - Nissan Urvan,Morning,15,TK-11,0.8,Smooth travel,SUM-20260530-01,40,,,20
1328,2026-08-08,09:15:00,Rosario,127,11,10:54:00,,4,SATURDAY,15 Seats - Nissan Urvan,Morning,15,TK-76,0.73,Clear weather,SUM-20260808-01,40,,,4
992,2026-06-15,06:27:00,Bugtong Payapa,34,10,08:09:00,,3,MONDAY,12 Seats - Hyundai Starex,Morning,12,TK-42,0.83,Routine trip,SUM-20260615-01,40,,,14
883,2026-05-27,13:01:00,Tanauan,15,10,14:13:00,,4,WEDNESDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-80,0.67,On schedule,SUM-20260527-01,40,,,10
187,2026-01-30,08:13:00,Caloocan,122,9,09:25:00,,4,FRIDAY,15 Seats - Nissan Urvan,Morning,15,TK-50,0.6,On schedule,SUM-20260130-01,40,,,15
946,2026-06-06,13:07:00,Muzon,129,8,14:53:00,,4,SATURDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-92,0.53,On schedule,SUM-20260606-01,40,,,8
6,2026-01-01,09:10:00,Plaridel,114,8,10:55:00,,2,THURSDAY,15 Seats - Nissan Urvan,Morning,15,TK-47,0.53,Heavy traffic delayed arrival,SUM-20260101-01,40,,,2
1647,2026-09-29,07:01:00,TCP,124,7,08:47:00,,4,TUESDAY,15 Seats - Nissan Urvan,Morning,15,TK-92,0.47,Clear weather,SUM-20260929-01,40,,,6
966,2026-06-10,11:13:00,Tanauan,124,7,13:09:00,,2,WEDNESDAY,15 Seats - Nissan Urvan,Morning,15,TK-98,0.47,Smooth travel,SUM-20260610-01,40,,,10
557,2026-04-02,07:12:00,Plaridel,104,7,09:16:00,,2,THURSDAY,15 Seats - Nissan Urvan,Morning,15,TK-32,0.47,Routine trip,SUM-20260402-01,40,,,2
1241,2026-07-24,10:19:00,Robinson,19,6,11:54:00,,2,FRIDAY,15 Seats - Nissan Urvan,Morning,15,TK-94,0.4,Smooth travel,SUM-20260724-01,40,,,13
543,2026-03-31,14:10:00,Cabuyao,115,6,16:07:00,,2,TUESDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-07,0.4,Smooth travel,SUM-20260331-01,40,,,5
483,2026-03-20,14:12:00,Tanauan,15,6,15:45:00,,3,FRIDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-95,0.4,Routine trip,SUM-20260320-01,40,,,10
233,2026-02-07,15:18:00,TCP,117,6,16:43:00,,3,SATURDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-25,0.4,On schedule,SUM-20260207-01,40,,,6
132,2026-01-22,15:04:00,Rosario,119,6,16:34:00,,4,THURSDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-19,0.4,On schedule,SUM-20260122-01,40,,,4
1286,2026-08-01,10:27:00,San Pablo,106,5,11:30:00,,3,SATURDAY,15 Seats - Nissan Urvan,Morning,15,TK-70,0.33,On schedule,SUM-20260801-01,40,,,11
1279,2026-07-31,08:05:00,TCP,119,5,09:31:00,,2,FRIDAY,15 Seats - Nissan Urvan,Morning,15,TK-70,0.33,Clear weather,SUM-20260731-01,40,,,6
765,2026-05-07,06:17:00,Cabuyao,108,5,07:26:00,,4,THURSDAY,15 Seats - Nissan Urvan,Morning,15,TK-14,0.33,On schedule,SUM-20260507-01,40,,,5
1299,2026-08-04,07:01:00,Rosario,118,4,08:53:00,,4,TUESDAY,15 Seats - Nissan Urvan,Morning,15,TK-77,0.27,On schedule,SUM-20260804-01,40,,,4
1224,2026-07-22,06:18:00,Caloocan,102,4,08:28:00,,3,WEDNESDAY,15 Seats - Nissan Urvan,Morning,15,TK-32,0.27,Smooth travel,SUM-20260722-01,40,,,15
271,2026-02-13,12:15:00,Plaridel,110,3,14:04:00,,2,FRIDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-91,0.2,On schedule,SUM-20260213-01,40,,,2
72,2026-01-12,09:05:00,Cabuyao,32,3,11:41:00,,3,MONDAY,12 Seats - Hyundai Starex,Morning,12,TK-27,0.25,Heavy traffic delayed arrival,SUM-20260112-01,40,,,5
23,2026-01-05,07:14:00,Sto.Tomas,44,3,08:05:00,,4,MONDAY,15 Seats - Nissan Urvan,Morning,15,TK-65,0.2,Clear weather,SUM-20260105-01,40,,,18
1138,2026-07-08,05:22:00,TCP,53,2,07:33:00,,4,WEDNESDAY,15 Seats - Nissan Urvan,Morning,15,TK-07,0.13,Clear weather,SUM-20260708-01,40,,,6
144,2026-01-24,12:22:00,TCP,110,2,14:04:00,,4,SATURDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-59,0.13,Routine trip,SUM-20260124-01,40,,,6
921,2026-06-03,09:08:00,Cabuyao,33,18,11:22:00,,2,WEDNESDAY,18 Seats - Toyota Hiace Commuter,Morning,18,TK-50,1.0,Clear weather,SUM-20260603-01,41,,,5
1521,2026-09-09,06:19:00,Robinson,121,15,08:50:00,,2,WEDNESDAY,15 Seats - Nissan Urvan,Morning,15,TK-68,1.0,Smooth travel,SUM-20260909-01,41,,,13
954,2026-06-08,09:25:00,Los Baños,28,15,10:09:00,,2,MONDAY,18 Seats - Toyota Hiace Commuter,Morning,18,TK-70,0.83,Routine trip,SUM-20260608-01,41,,,1
724,2026-04-30,11:23:00,SM Lipa,22,15,13:33:00,,2,THURSDAY,15 Seats - Nissan Urvan,Morning,15,TK-23,1.0,Routine trip,SUM-20260430-01,41,,,12
667,2026-04-21,07:08:00,Los Baños,103,15,08:48:00,,4,TUESDAY,15 Seats - Nissan Urvan,Morning,15,TK-76,1.0,On schedule,SUM-20260421-01,41,,,1
579,2026-04-06,13:29:00,San Pablo,120,15,15:16:00,,3,MONDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-35,1.0,Clear weather,SUM-20260406-01,41,,,11
397,2026-03-06,10:26:00,Bugtong Payapa,46,15,11:00:00,,4,FRIDAY,18 Seats - Toyota Hiace Commuter,Morning,18,TK-69,0.83,Routine trip,SUM-20260306-01,41,,,14
282,2026-02-16,10:09:00,Rosario,124,15,12:47:00,,3,MONDAY,15 Seats - Nissan Urvan,Morning,15,TK-53,1.0,Smooth travel,SUM-20260216-01,41,,,4
105,2026-01-17,15:07:00,Batangas,39,15,16:53:00,,3,SATURDAY,18 Seats - Toyota Hiace Commuter,Afternoon,18,TK-33,0.83,Routine trip,SUM-20260117-01,41,,,20
1341,2026-08-11,12:20:00,Batangas,37,14,14:59:00,,3,TUESDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-61,0.93,Smooth travel,SUM-20260811-01,41,,,20
1272,2026-07-30,10:04:00,SM Lipa,128,13,11:26:00,,4,THURSDAY,15 Seats - Nissan Urvan,Morning,15,TK-12,0.87,Routine trip,SUM-20260730-01,41,,,12
1201,2026-07-17,05:26:00,Sto.Tomas,114,13,07:49:00,,3,FRIDAY,15 Seats - Nissan Urvan,Morning,15,TK-25,0.87,Smooth travel,SUM-20260717-01,41,,,18
296,2026-02-18,09:06:00,Tanauan,126,13,10:38:00,,3,WEDNESDAY,15 Seats - Nissan Urvan,Morning,15,TK-40,0.87,Smooth travel,SUM-20260218-01,41,,,10
548,2026-04-01,11:14:00,Plaridel,114,12,12:14:00,,2,WEDNESDAY,15 Seats - Nissan Urvan,Morning,15,TK-86,0.8,Clear weather,SUM-20260401-01,41,,,2
351,2026-02-27,10:29:00,Los Baños,100,12,11:14:00,,4,FRIDAY,15 Seats - Nissan Urvan,Morning,15,TK-15,0.8,Heavy traffic delayed arrival,SUM-20260227-01,41,,,1
939,2026-06-05,08:28:00,Sto.Tomas,110,11,10:23:00,,2,FRIDAY,15 Seats - Nissan Urvan,Morning,15,TK-38,0.73,Clear weather,SUM-20260605-01,41,,,18
497,2026-03-23,07:03:00,Cabuyao,55,11,09:30:00,,4,MONDAY,15 Seats - Nissan Urvan,Morning,15,TK-77,0.73,Clear weather,SUM-20260323-01,41,,,5
1446,2026-08-28,11:24:00,Caloocan,43,10,12:09:00,,4,FRIDAY,18 Seats - Toyota Hiace Commuter,Morning,18,TK-60,0.56,On schedule,SUM-20260828-01,41,,,15
228,2026-02-06,14:18:00,Bugtong Payapa,111,10,15:19:00,,4,FRIDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-78,0.67,On schedule,SUM-20260206-01,41,,,14
145,2026-01-24,06:10:00,Muzon,105,10,08:20:00,,3,SATURDAY,15 Seats - Nissan Urvan,Morning,15,TK-63,0.67,Clear weather,SUM-20260124-01,41,,,8
175,2026-01-29,12:29:00,Tanauan,42,9,13:49:00,,3,THURSDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-81,0.6,Routine trip,SUM-20260129-01,41,,,10
781,2026-05-11,07:14:00,San Pablo,115,8,08:39:00,,2,MONDAY,15 Seats - Nissan Urvan,Morning,15,TK-17,0.53,On schedule,SUM-20260511-01,41,,,11
