trip_id,schedule_date,departure_time,route_name,vehicle_id,passenger_count,estimated_arrival_time,staff_id,company_id,working_day,bus_type,classification,seating_capacity,ticket_no,utilization_rate,remarks,summary_id,driver_id,rejection_reason,expiry_reason,route_id
191,2026-01-31,12:09:00,SM Lipa,18,11,14:38:00,,2,SATURDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-46,0.73,Routine trip,SUM-20260131-01,97,,,12
1439,2026-08-27,14:29:00,Sto.Tomas,104,10,15:14:00,,3,THURSDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-81,0.67,Smooth travel,SUM-20260827-01,97,,,18
314,2026-02-20,15:24:00,Taguig,22,9,17:37:00,,4,FRIDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-19,0.6,Routine trip,SUM-20260220-01,97,,,21
88,2026-01-15,15:01:00,Caloocan,17,9,17:59:00,,4,THURSDAY,12 Seats - Hyundai Starex,Afternoon,12,TK-48,0.75,On schedule,SUM-20260115-01,97,,,15
1440,2026-08-27,05:10:00,Sto.Tomas,102,8,07:01:00,,4,THURSDAY,15 Seats - Nissan Urvan,Morning,15,TK-05,0.53,On schedule,SUM-20260827-01,97,,,18
1193,2026-07-16,12:06:00,Taguig,37,8,13:12:00,,4,THURSDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-58,0.53,Clear weather,SUM-20260716-01,97,,,21
960,2026-06-09,10:08:00,Plaridel,40,8,11:55:00,,2,TUESDAY,15 Seats - Nissan Urvan,Morning,15,TK-76,0.53,Smooth travel,SUM-20260609-01,97,,,2
865,2026-05-23,10:26:00,Taguig,41,8,12:48:00,,4,SATURDAY,15 Seats - Nissan Urvan,Morning,15,TK-28,0.53,Heavy traffic delayed arrival,SUM-20260523-01,97,,,21
822,2026-05-16,14:06:00,Sto.Tomas,110,8,15:04:00,,4,SATURDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-24,0.53,Routine trip,SUM-20260516-01,97,,,18
501,2026-03-24,12:10:00,Taguig,109,8,13:19:00,,3,TUESDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-01,0.53,Heavy traffic delayed arrival,SUM-20260324-01,97,,,21
886,2026-05-28,10:28:00,Plaridel,41,7,11:55:00,,4,THURSDAY,15 Seats - Nissan Urvan,Morning,15,TK-22,0.47,Clear weather,SUM-20260528-01,97,,,2
346,2026-02-26,06:25:00,San Pablo,55,7,07:52:00,,3,THURSDAY,15 Seats - Nissan Urvan,Morning,15,TK-48,0.47,On schedule,SUM-20260226-01,97,,,11
256,2026-02-11,08:11:00,Taguig,28,7,10:03:00,,2,WEDNESDAY,18 Seats - Toyota Hiace Commuter,Morning,18,TK-83,0.39,On schedule,SUM-20260211-01,97,,,21
1474,2026-09-01,06:13:00,Sto.Tomas,31,5,07:45:00,,4,TUESDAY,15 Seats - Nissan Urvan,Morning,15,TK-17,0.33,On schedule,SUM-20260901-01,97,,,18
1427,2026-08-25,14:09:00,Tanauan,48,4,15:26:00,,2,TUESDAY,12 Seats - Hyundai Starex,Afternoon,12,TK-47,0.33,Heavy traffic delayed arrival,SUM-20260825-01,97,,,10
1195,2026-07-17,09:30:00,SM Lipa,29,4,10:50:00,,3,FRIDAY,15 Seats - Nissan Urvan,Morning,15,TK-07,0.27,Clear weather,SUM-20260717-01,97,,,12
238,2026-02-07,09:12:00,San Pablo,36,4,11:59:00,,3,SATURDAY,15 Seats - Nissan Urvan,Morning,15,TK-37,0.27,Clear weather,SUM-20260207-01,97,,,11
1377,2026-08-17,09:14:00,Plaridel,32,3,11:52:00,,4,MONDAY,12 Seats - Hyundai Starex,Morning,12,TK-88,0.25,Routine trip,SUM-20260817-01,97,,,2
224,2026-02-05,13:22:00,Cabuyao,119,3,14:08:00,,4,THURSDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-64,0.2,Smooth travel,SUM-20260205-01,97,,,5
353,2026-02-27,12:29:00,SM Lipa,18,2,13:17:00,,2,FRIDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-62,0.13,Heavy traffic delayed arrival,SUM-20260227-01,97,,,12
165,2026-01-28,12:16:00,Cabuyao,112,2,13:44:00,,2,WEDNESDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-13,0.13,On schedule,SUM-20260128-01,97,,,5
1171,2026-07-13,07:25:00,Los Baños,46,18,08:55:00,,4,MONDAY,18 Seats - Toyota Hiace Commuter,Morning,18,TK-32,1.0,Smooth travel,SUM-20260713-01,98,,,1
677,2026-04-22,14:02:00,San Pablo,35,16,15:57:00,,4,WEDNESDAY,18 Seats - Toyota Hiace Commuter,Afternoon,18,TK-43,0.89,On schedule,SUM-20260422-01,98,,,11
475,2026-03-19,06:10:00,Sto.Tomas,33,16,07:10:00,,2,THURSDAY,18 Seats - Toyota Hiace Commuter,Morning,18,TK-13,0.89,Routine trip,SUM-20260319-01,98,,,18
1573,2026-09-17,14:28:00,Muzon,22,15,15:45:00,,4,THURSDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-78,1.0,Routine trip,SUM-20260917-01,98,,,8
793,2026-05-12,10:17:00,Batangas,20,15,11:16:00,,4,TUESDAY,15 Seats - Nissan Urvan,Morning,15,TK-62,1.0,Smooth travel,SUM-20260512-01,98,,,20
77,2026-01-13,12:01:00,Robinson,47,15,13:37:00,,2,TUESDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-09,1.0,Smooth travel,SUM-20260113-01,98,,,13
564,2026-04-03,15:05:00,Los Baños,111,14,16:59:00,,2,FRIDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-50,0.93,Heavy traffic delayed arrival,SUM-20260403-01,98,,,1
770,2026-05-08,06:00:00,Taguig,35,13,08:04:00,,4,FRIDAY,18 Seats - Toyota Hiace Commuter,Morning,18,TK-82,0.72,On schedule,SUM-20260508-01,98,,,21
1556,2026-09-15,05:29:00,Caloocan,16,12,07:07:00,,3,TUESDAY,15 Seats - Nissan Urvan,Morning,15,TK-63,0.8,On schedule,SUM-20260915-01,98,,,15
1363,2026-08-14,09:21:00,Los Baños,34,12,10:05:00,,3,FRIDAY,12 Seats - Hyundai Starex,Morning,12,TK-08,1.0,Clear weather,SUM-20260814-01,98,,,1
1009,2026-06-17,14:24:00,Taguig,118,12,15:14:00,,4,WEDNESDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-98,0.8,Smooth travel,SUM-20260617-01,98,,,21
836,2026-05-19,12:04:00,TCP,48,12,13:38:00,,2,TUESDAY,12 Seats - Hyundai Starex,Afternoon,12,TK-94,1.0,Clear weather,SUM-20260519-01,98,,,6
665,2026-04-21,05:07:00,Taguig,111,12,06:55:00,,4,TUESDAY,15 Seats - Nissan Urvan,Morning,15,TK-50,0.8,Routine trip,SUM-20260421-01,98,,,21
336,2026-02-25,05:11:00,Cabuyao,30,12,07:21:00,,4,WEDNESDAY,18 Seats - Toyota Hiace Commuter,Morning,18,TK-27,0.67,Heavy traffic delayed arrival,SUM-20260225-01,98,,,5
266,2026-02-13,06:19:00,Rosario,129,12,08:40:00,,3,FRIDAY,15 Seats - Nissan Urvan,Morning,15,TK-28,0.8,Clear weather,SUM-20260213-01,98,,,4
146,2026-01-24,07:22:00,Bugtong Payapa,102,12,09:30:00,,4,SATURDAY,15 Seats - Nissan Urvan,Morning,15,TK-84,0.8,On schedule,SUM-20260124-01,98,,,14
344,2026-02-26,14:19:00,Plaridel,43,11,16:13:00,,4,THURSDAY,18 Seats - Toyota Hiace Commuter,Afternoon,18,TK-07,0.61,On schedule,SUM-20260226-01,98,,,2
280,2026-02-14,06:05:00,Plaridel,117,11,08:38:00,,3,SATURDAY,15 Seats - Nissan Urvan,Morning,15,TK-03,0.73,Smooth travel,SUM-20260214-01,98,,,2
181,2026-01-30,08:27:00,Sto.Tomas,119,11,10:27:00,,4,FRIDAY,15 Seats - Nissan Urvan,Morning,15,TK-99,0.73,Smooth travel,SUM-20260130-01,98,,,18
1141,2026-07-08,09:18:00,San Pablo,48,10,10:33:00,,4,WEDNESDAY,12 Seats - Hyundai Starex,Morning,12,TK-83,0.83,Heavy traffic delayed arrival,SUM-20260708-01,98,,,11
1111,2026-07-03,06:00:00,Rosario,18,10,07:51:00,,4,FRIDAY,15 Seats - Nissan Urvan,Morning,15,TK-48,0.67,On schedule,SUM-20260703-01,98,,,4
1351,2026-08-12,12:15:00,Bugtong Payapa,104,9,14:18:00,,3,WEDNESDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-41,0.6,Heavy traffic delayed arrival,SUM-20260812-01,98,,,14
1249,2026-07-25,10:19:00,Muzon,16,9,12:08:00,,4,SATURDAY,15 Seats - Nissan Urvan,Morning,15,TK-76,0.6,Smooth travel,SUM-20260725-01,98,,,8
1197,2026-07-17,10:22:00,San Pablo,113,9,11:32:00,,3,FRIDAY,15 Seats - Nissan Urvan,Morning,15,TK-43,0.6,Routine trip,SUM-20260717-01,98,,,11
120,2026-01-20,14:09:00,Robinson,17,9,15:14:00,,4,TUESDAY,12 Seats - Hyundai Starex,Afternoon,12,TK-61,0.75,Heavy traffic delayed arrival,SUM-20260120-01,98,,,13
24,2026-01-05,15:08:00,Tanauan,126,8,16:49:00,,4,MONDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-11,0.53,On schedule,SUM-20260105-01,98,,,10
420,2026-03-10,13:30:00,Taguig,116,6,14:40:00,,2,TUESDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-47,0.4,Smooth travel,SUM-20260310-01,98,,,21
330,2026-02-24,05:21:00,Cabuyao,113,6,06:30:00,,4,TUESDAY,15 Seats - Nissan Urvan,Morning,15,TK-60,0.4,Clear weather,SUM-20260224-01,98,,,5
303,2026-02-19,09:09:00,Tanauan,20,5,11:11:00,,4,THURSDAY,15 Seats - Nissan Urvan,Morning,15,TK-49,0.33,Routine trip,SUM-20260219-01,98,,,10
684,2026-04-23,05:18:00,Sto.Tomas,19,3,06:37:00,,3,THURSDAY,15 Seats - Nissan Urvan,Morning,15,TK-52,0.2,Routine trip,SUM-20260423-01,98,,,18
1317,2026-08-06,14:20:00,Sto.Tomas,108,2,15:36:00,,3,THURSDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-37,0.13,Routine trip,SUM-20260806-01,98,,,18
1230,2026-07-22,08:29:00,Bugtong Payapa,38,2,10:30:00,,3,WEDNESDAY,12 Seats - Hyundai Starex,Morning,12,TK-93,0.17,Smooth travel,SUM-20260722-01,98,,,14
697,2026-04-25,05:10:00,Taguig,40,2,07:11:00,,3,SATURDAY,15 Seats - Nissan Urvan,Morning,15,TK-13,0.13,Heavy traffic delayed arrival,SUM-20260425-01,98,,,21
585,2026-04-07,05:06:00,Bugtong Payapa,112,2,07:30:00,,2,TUESDAY,15 Seats - Nissan Urvan,Morning,15,TK-16,0.13,Clear weather,SUM-20260407-01,98,,,14
492,2026-03-23,07:14:00,Cabuyao,17,2,09:05:00,,4,MONDAY,12 Seats - Hyundai Starex,Morning,12,TK-13,0.17,Routine trip,SUM-20260323-01,98,,,5
103,2026-01-17,14:17:00,SM Lipa,48,2,15:06:00,,2,SATURDAY,12 Seats - Hyundai Starex,Afternoon,12,TK-08,0.17,Routine trip,SUM-20260117-01,98,,,12
1031,2026-06-20,14:13:00,Tanauan,113,15,16:22:00,,2,SATURDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-45,1.0,Routine trip,SUM-20260620-01,99,,,10
832,2026-05-19,11:23:00,Batangas,44,15,12:47:00,,3,TUESDAY,15 Seats - Nissan Urvan,Morning,15,TK-92,1.0,Heavy traffic delayed arrival,SUM-20260519-01,99,,,20
716,2026-04-29,12:27:00,Cabuyao,122,15,14:14:00,,2,WEDNESDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-05,1.0,Smooth travel,SUM-20260429-01,99,,,5
595,2026-04-09,10:00:00,Los Baños,15,15,11:27:00,,3,THURSDAY,15 Seats - Nissan Urvan,Morning,15,TK-94,1.0,Routine trip,SUM-20260409-01,99,,,1
362,2026-02-28,11:20:00,TCP,55,15,13:25:00,,4,SATURDAY,15 Seats - Nissan Urvan,Morning,15,TK-50,1.0,Heavy traffic delayed arrival,SUM-20260228-01,99,,,6
38,2026-01-07,06:08:00,TCP,44,14,07:15:00,,2,WEDNESDAY,15 Seats - Nissan Urvan,Morning,15,TK-56,0.93,Routine trip,SUM-20260107-01,99,,,6
1654,2026-09-30,10:00:00,Los Baños,19,13,12:36:00,,4,WEDNESDAY,15 Seats - Nissan Urvan,Morning,15,TK-63,0.87,Clear weather,SUM-20260930-01,99,,,1
1205,2026-07-18,14:16:00,Caloocan,42,13,16:57:00,,3,SATURDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-38,0.87,Heavy traffic delayed arrival,SUM-20260718-01,99,,,15
1061,2026-06-25,13:28:00,Sto.Tomas,106,13,15:31:00,,3,THURSDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-63,0.87,Smooth travel,SUM-20260625-01,99,,,18
142,2026-01-23,11:17:00,Batangas,112,13,13:20:00,,3,FRIDAY,15 Seats - Nissan Urvan,Morning,15,TK-33,0.87,Smooth travel,SUM-20260123-01,99,,,20
1565,2026-09-16,09:02:00,Batangas,129,12,10:17:00,,2,WEDNESDAY,15 Seats - Nissan Urvan,Morning,15,TK-16,0.8,On schedule,SUM-20260916-01,99,,,20
1162,2026-07-11,12:29:00,Muzon,29,12,13:07:00,,4,SATURDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-01,0.8,Routine trip,SUM-20260711-01,99,,,8
1243,2026-07-24,09:28:00,SM Lipa,106,11,11:14:00,,2,FRIDAY,15 Seats - Nissan Urvan,Morning,15,TK-64,0.73,Heavy traffic delayed arrival,SUM-20260724-01,99,,,12
375,2026-03-03,11:00:00,Robinson,117,11,13:34:00,,3,TUESDAY,15 Seats - Nissan Urvan,Morning,15,TK-62,0.73,Heavy traffic delayed arrival,SUM-20260303-01,99,,,13
155,2026-01-26,14:22:00,Cabuyao,107,11,16:48:00,,2,MONDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-62,0.73,Smooth travel,SUM-20260126-01,99,,,5
1555,2026-09-14,13:27:00,San Pablo,55,10,14:35:00,,4,MONDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-87,0.67,Heavy traffic delayed arrival,SUM-20260914-01,99,,,11
1544,2026-09-12,06:17:00,Cabuyao,45,10,08:57:00,,2,SATURDAY,12 Seats - Hyundai Starex,Morning,12,TK-89,0.83,Routine trip,SUM-20260912-01,99,,,5
1496,2026-09-04,09:22:00,Cabuyao,16,10,10:16:00,,3,FRIDAY,15 Seats - Nissan Urvan,Morning,15,TK-44,0.67,On schedule,SUM-20260904-01,99,,,5
329,2026-02-24,05:26:00,Caloocan,44,10,06:32:00,,4,TUESDAY,15 Seats - Nissan Urvan,Morning,15,TK-70,0.67,Routine trip,SUM-20260224-01,99,,,15
281,2026-02-16,14:28:00,Bugtong Payapa,109,10,15:54:00,,2,MONDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-27,0.67,Heavy traffic delayed arrival,SUM-20260216-01,99,,,14
534,2026-03-30,07:05:00,San Pablo,102,9,08:07:00,,3,MONDAY,15 Seats - Nissan Urvan,Morning,15,TK-95,0.6,Smooth travel,SUM-20260330-01,99,,,11
619,2026-04-13,12:14:00,Bugtong Payapa,129,7,13:21:00,,3,MONDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-65,0.47,On schedule,SUM-20260413-01,99,,,14
1180,2026-07-14,06:11:00,Cabuyao,39,6,08:55:00,,4,TUESDAY,18 Seats - Toyota Hiace Commuter,Morning,18,TK-74,0.33,Routine trip,SUM-20260714-01,99,,,5
1034,2026-06-20,12:15:00,SM Lipa,107,6,14:48:00,,4,SATURDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-44,0.4,Smooth travel,SUM-20260620-01,99,,,12
252,2026-02-11,09:20:00,Bugtong Payapa,125,6,11:29:00,,2,WEDNESDAY,15 Seats - Nissan Urvan,Morning,15,TK-94,0.4,Clear weather,SUM-20260211-01,99,,,14
1137,2026-07-08,13:04:00,Taguig,16,5,15:06:00,,2,WEDNESDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-62,0.33,On schedule,SUM-20260708-01,99,,,21
759,2026-05-06,08:20:00,Bugtong Payapa,32,5,10:03:00,,2,WEDNESDAY,12 Seats - Hyundai Starex,Morning,12,TK-18,0.42,Heavy traffic delayed arrival,SUM-20260506-01,99,,,14
1077,2026-06-27,14:04:00,Caloocan,17,4,16:35:00,,2,SATURDAY,12 Seats - Hyundai Starex,Afternoon,12,TK-27,0.33,On schedule,SUM-20260627-01,99,,,15
786,2026-05-11,14:22:00,Muzon,41,4,16:17:00,,3,MONDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-62,0.27,Clear weather,SUM-20260511-01,99,,,8
711,2026-04-28,09:03:00,Bugtong Payapa,18,4,11:32:00,,3,TUESDAY,15 Seats - Nissan Urvan,Morning,15,TK-52,0.27,Heavy traffic delayed arrival,SUM-20260428-01,99,,,14
675,2026-04-22,14:00:00,Rosario,19,4,16:11:00,,4,WEDNESDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-51,0.27,Routine trip,SUM-20260422-01,99,,,4
523,2026-03-27,06:27:00,Plaridel,108,4,07:00:00,,4,FRIDAY,15 Seats - Nissan Urvan,Morning,15,TK-45,0.27,On schedule,SUM-20260327-01,99,,,2
509,2026-03-25,14:30:00,Muzon,29,4,15:13:00,,4,WEDNESDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-86,0.27,Clear weather,SUM-20260325-01,99,,,8
1313,2026-08-06,06:05:00,Sto.Tomas,18,3,07:27:00,,3,THURSDAY,15 Seats - Nissan Urvan,Morning,15,TK-45,0.2,Smooth travel,SUM-20260806-01,99,,,18
868,2026-05-25,14:21:00,Bugtong Payapa,28,3,15:38:00,,4,MONDAY,18 Seats - Toyota Hiace Commuter,Afternoon,18,TK-97,0.17,On schedule,SUM-20260525-01,99,,,14
386,2026-03-04,15:24:00,SM Lipa,113,3,16:41:00,,4,WEDNESDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-25,0.2,Heavy traffic delayed arrival,SUM-20260304-01,99,,,12
1200,2026-07-17,12:26:00,TCP,20,2,13:02:00,,3,FRIDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-52,0.13,Routine trip,SUM-20260717-01,99,,,6
1074,2026-06-27,15:05:00,Robinson,20,2,17:12:00,,2,SATURDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-70,0.13,Clear weather,SUM-20260627-01,99,,,13
773,2026-05-08,09:18:00,Rosario,123,2,10:51:00,,3,FRIDAY,15 Seats - Nissan Urvan,Morning,15,TK-64,0.13,Routine trip,SUM-20260508-01,99,,,4
1509,2026-09-07,07:13:00,Caloocan,28,18,09:05:00,,3,MONDAY,18 Seats - Toyota Hiace Commuter,Morning,18,TK-16,1.0,Clear weather,SUM-20260907-01,100,,,15
1456,2026-08-29,13:06:00,TCP,123,15,15:12:00,,2,SATURDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-14,1.0,Smooth travel,SUM-20260829-01,100,,,6
909,2026-06-01,08:16:00,Batangas,107,15,09:50:00,,2,MONDAY,15 Seats - Nissan Urvan,Morning,15,TK-31,1.0,Heavy traffic delayed arrival,SUM-20260601-01,100,,,20
772,2026-05-08,11:09:00,Rosario,104,15,12:30:00,,3,FRIDAY,15 Seats - Nissan Urvan,Morning,15,TK-27,1.0,Routine trip,SUM-20260508-01,100,,,4
767,2026-05-08,11:17:00,Batangas,111,15,13:03:00,,4,FRIDAY,15 Seats - Nissan Urvan,Morning,15,TK-02,1.0,Routine trip,SUM-20260508-01,100,,,20
1220,2026-07-21,08:28:00,Los Baños,100,14,09:56:00,,2,TUESDAY,15 Seats - Nissan Urvan,Morning,15,TK-08,0.93,Smooth travel,SUM-20260721-01,100,,,1
642,2026-04-16,08:17:00,Los Baños,30,14,10:20:00,,2,THURSDAY,18 Seats - Toyota Hiace Commuter,Morning,18,TK-02,0.78,Smooth travel,SUM-20260416-01,100,,,1
338,2026-02-25,14:00:00,Batangas,43,14,16:40:00,,3,WEDNESDAY,18 Seats - Toyota Hiace Commuter,Afternoon,18,TK-97,0.78,Smooth travel,SUM-20260225-01,100,,,20
134,2026-01-22,09:15:00,Plaridel,41,14,11:50:00,,2,THURSDAY,15 Seats - Nissan Urvan,Morning,15,TK-99,0.93,Routine trip,SUM-20260122-01,100,,,2
1554,2026-09-14,07:21:00,Caloocan,116,13,09:24:00,,2,MONDAY,15 Seats - Nissan Urvan,Morning,15,TK-59,0.87,Smooth travel,SUM-20260914-01,100,,,15
1176,2026-07-14,06:27:00,Caloocan,42,13,07:31:00,,2,TUESDAY,15 Seats - Nissan Urvan,Morning,15,TK-04,0.87,Smooth travel,SUM-20260714-01,100,,,15
1135,2026-07-07,10:01:00,Plaridel,53,13,11:09:00,,2,TUESDAY,15 Seats - Nissan Urvan,Morning,15,TK-23,0.87,Clear weather,SUM-20260707-01,100,,,2
898,2026-05-29,13:25:00,TCP,110,13,15:33:00,,2,FRIDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-03,0.87,Routine trip,SUM-20260529-01,100,,,6
68,2026-01-12,05:20:00,Robinson,122,13,06:58:00,,2,MONDAY,15 Seats - Nissan Urvan,Morning,15,TK-76,0.87,Routine trip,SUM-20260112-01,100,,,13
1056,2026-06-24,14:23:00,Tanauan,111,12,16:17:00,,2,WEDNESDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-58,0.8,Heavy traffic delayed arrival,SUM-20260624-01,100,,,10
857,2026-05-22,06:29:00,Taguig,20,12,08:07:00,,2,FRIDAY,15 Seats - Nissan Urvan,Morning,15,TK-64,0.8,Heavy traffic delayed arrival,SUM-20260522-01,100,,,21
1652,2026-09-30,10:18:00,Bugtong Payapa,109,11,11:40:00,,4,WEDNESDAY,15 Seats - Nissan Urvan,Morning,15,TK-93,0.73,Clear weather,SUM-20260930-01,100,,,14
1068,2026-06-26,06:21:00,Bugtong Payapa,125,11,08:56:00,,3,FRIDAY,15 Seats - Nissan Urvan,Morning,15,TK-97,0.73,Heavy traffic delayed arrival,SUM-20260626-01,100,,,14
214,2026-02-04,05:05:00,Rosario,47,11,07:20:00,,4,WEDNESDAY,15 Seats - Nissan Urvan,Morning,15,TK-22,0.73,Routine trip,SUM-20260204-01,100,,,4
1376,2026-08-17,09:18:00,TCP,100,10,11:37:00,,2,MONDAY,15 Seats - Nissan Urvan,Morning,15,TK-50,0.67,Clear weather,SUM-20260817-01,100,,,6
1475,2026-09-01,12:24:00,Sto.Tomas,114,9,13:10:00,,3,TUESDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-71,0.6,Heavy traffic delayed arrival,SUM-20260901-01,100,,,18
1239,2026-07-24,15:12:00,Muzon,41,9,16:35:00,,2,FRIDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-36,0.6,On schedule,SUM-20260724-01,100,,,8
1022,2026-06-19,06:17:00,Sto.Tomas,27,9,07:55:00,,4,FRIDAY,15 Seats - Nissan Urvan,Morning,15,TK-21,0.6,On schedule,SUM-20260619-01,100,,,18
687,2026-04-24,10:30:00,Cabuyao,43,9,11:14:00,,4,FRIDAY,18 Seats - Toyota Hiace Commuter,Morning,18,TK-54,0.5,Routine trip,SUM-20260424-01,100,,,5
450,2026-03-16,14:10:00,Plaridel,28,9,15:57:00,,4,MONDAY,18 Seats - Toyota Hiace Commuter,Afternoon,18,TK-27,0.5,Heavy traffic delayed arrival,SUM-20260316-01,100,,,2
445,2026-03-14,13:20:00,Plaridel,103,9,15:24:00,,4,SATURDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-54,0.6,Smooth travel,SUM-20260314-01,100,,,2
570,2026-04-04,09:29:00,Muzon,103,8,10:52:00,,4,SATURDAY,15 Seats - Nissan Urvan,Morning,15,TK-59,0.53,Heavy traffic delayed arrival,SUM-20260404-01,100,,,8
527,2026-03-28,15:26:00,Cabuyao,32,8,17:17:00,,2,SATURDAY,12 Seats - Hyundai Starex,Afternoon,12,TK-22,0.67,Heavy traffic delayed arrival,SUM-20260328-01,100,,,5
348,2026-02-26,14:18:00,Taguig,126,7,16:55:00,,4,THURSDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-50,0.47,Routine trip,SUM-20260226-01,100,,,21
819,2026-05-16,05:04:00,Sto.Tomas,114,6,06:11:00,,2,SATURDAY,15 Seats - Nissan Urvan,Morning,15,TK-57,0.4,On schedule,SUM-20260516-01,100,,,18
994,2026-06-15,14:01:00,Taguig,29,5,16:31:00,,2,MONDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-78,0.33,On schedule,SUM-20260615-01,100,,,21
938,2026-06-05,10:29:00,San Pablo,105,5,11:02:00,,4,FRIDAY,15 Seats - Nissan Urvan,Morning,15,TK-37,0.33,Routine trip,SUM-20260605-01,100,,,11
135,2026-01-22,14:01:00,TCP,47,5,16:36:00,,4,THURSDAY,15 Seats - Nissan Urvan,Afternoon,15,TK-38,0.33,On schedule,SUM-20260122-01,100,,,6
575,2026-04-04,11:13:00,Robinson,107,4,13:32:00,,3,SATURDAY,15 Seats - Nissan Urvan,Morning,15,TK-83,0.27,Routine trip,SUM-20260404-01,100,,,13
441,2026-03-13,11:19:00,San Pablo,45,4,13:10:00,,2,FRIDAY,12 Seats - Hyundai Starex,Morning,12,TK-02,0.33,Routine trip,SUM-20260313-01,100,,,11
